ID,cb_person_cred_hist_length,loan_amnt,loan_int_rate,loan_intent,loan_percent_income,person_education,person_gender,person_home_ownership,person_income,previous_loan_defaults_on_file,loan_status
2148,8.0,8000.0,14.65,PERSONAL,0.15,Associate,female,MORTGAGE,55138.0,Yes,0.0
2149,3.0,2400.0,12.23,MEDICAL,0.12,Bachelor,female,RENT,20638.0,Yes,0.0
2150,7.0,6000.0,9.99,HOMEIMPROVEMENT,0.1,Bachelor,male,RENT,61089.0,Yes,0.0
2151,9.0,10000.0,13.0,HOMEIMPROVEMENT,0.12,High School,female,RENT,84755.0,No,0.0
2152,5.0,15000.0,12.69,PERSONAL,0.1,Associate,male,MORTGAGE,150809.0,Yes,0.0
2153,4.0,5000.0,11.01,PERSONAL,0.06,Associate,female,MORTGAGE,84926.0,Yes,0.0
2154,13.0,5437.0,5.94,VENTURE,0.21,High School,female,RENT,26297.0,No,0.0
2155,8.0,6500.0,11.95,DEBTCONSOLIDATION,0.17,High School,female,MORTGAGE,37228.0,No,0.0
2156,15.0,14400.0,10.25,DEBTCONSOLIDATION,0.16,Bachelor,female,MORTGAGE,90959.0,Yes,0.0
2157,4.0,35000.0,10.65,HOMEIMPROVEMENT,0.19,Bachelor,male,MORTGAGE,188571.0,Yes,0.0
2158,5.0,10000.0,13.35,EDUCATION,0.06,Master,female,MORTGAGE,156344.0,No,1.0
2159,6.0,10725.0,13.16,EDUCATION,0.16,High School,female,RENT,67049.0,Yes,0.0
2160,3.0,9251.0,5.83,DEBTCONSOLIDATION,0.11,Bachelor,female,RENT,81837.0,Yes,0.0
2161,4.0,4000.0,11.83,PERSONAL,0.11,Associate,male,RENT,36835.0,No,1.0
2162,2.0,12000.0,13.49,PERSONAL,0.13,High School,male,RENT,90581.0,No,0.0
2163,10.0,6000.0,10.43,DEBTCONSOLIDATION,0.08,Bachelor,female,RENT,72995.0,Yes,0.0
2164,23.0,2500.0,6.26,DEBTCONSOLIDATION,0.03,High School,male,RENT,84971.0,Yes,0.0
2165,2.0,9000.0,11.49,PERSONAL,0.11,Master,female,RENT,83911.0,Yes,0.0
2166,5.0,4800.0,8.94,VENTURE,0.05,Associate,male,MORTGAGE,105710.0,Yes,0.0
2167,2.0,8000.0,12.84,VENTURE,0.15,Master,female,OWN,54831.0,No,0.0
2168,3.0,7954.0,8.05,VENTURE,0.2,High School,male,RENT,40741.0,No,0.0
2169,2.0,10200.0,12.73,PERSONAL,0.15,High School,male,RENT,66845.0,Yes,0.0
2170,8.0,10000.0,10.07,VENTURE,0.1,Master,male,MORTGAGE,104304.0,No,0.0
2171,2.0,14400.0,11.01,HOMEIMPROVEMENT,0.07,Master,male,MORTGAGE,217083.0,Yes,0.0
2172,6.0,16750.0,20.0,VENTURE,0.17,Master,male,RENT,99625.0,No,1.0
2173,5.0,2500.0,13.22,DEBTCONSOLIDATION,0.06,Bachelor,male,MORTGAGE,38569.0,No,1.0
2174,10.0,4881.0,10.8,VENTURE,0.06,Master,female,RENT,77643.0,Yes,0.0
2175,2.0,3000.0,10.99,MEDICAL,0.04,Associate,male,RENT,81557.0,Yes,0.0
2176,10.0,6000.0,8.88,DEBTCONSOLIDATION,0.05,Master,female,MORTGAGE,118426.0,No,0.0
2177,9.0,3000.0,9.25,MEDICAL,0.03,Master,female,MORTGAGE,108974.0,Yes,0.0
2178,4.0,10000.0,6.99,DEBTCONSOLIDATION,0.16,High School,male,RENT,60927.0,Yes,0.0
2179,8.0,15000.0,12.98,VENTURE,0.15,Associate,male,MORTGAGE,99570.0,Yes,0.0
2180,3.0,5423.0,8.5,DEBTCONSOLIDATION,0.09,High School,male,RENT,60856.0,Yes,0.0
2181,3.0,7000.0,8.94,VENTURE,0.13,High School,male,MORTGAGE,55161.0,Yes,0.0
2182,4.0,10000.0,11.14,DEBTCONSOLIDATION,0.23,Bachelor,male,RENT,44219.0,No,0.0
2183,2.0,3500.0,9.62,MEDICAL,0.08,High School,male,RENT,42659.0,Yes,0.0
2184,2.0,4800.0,9.99,EDUCATION,0.06,Associate,male,MORTGAGE,78837.0,Yes,0.0
2185,4.0,25000.0,10.33,VENTURE,0.28,Master,female,RENT,90837.0,No,1.0
2186,3.0,3000.0,11.01,VENTURE,0.06,Associate,male,RENT,48839.0,Yes,0.0
2187,4.0,7500.0,13.24,HOMEIMPROVEMENT,0.08,Bachelor,female,RENT,92689.0,No,1.0
2188,7.0,12000.0,15.51,PERSONAL,0.18,Master,male,MORTGAGE,65930.0,No,1.0
2189,4.0,4000.0,12.53,DEBTCONSOLIDATION,0.04,Master,female,RENT,99552.0,No,0.0
2190,6.0,10000.0,5.42,EDUCATION,0.07,Associate,female,MORTGAGE,144796.0,No,0.0
2191,9.0,7000.0,11.89,PERSONAL,0.11,Bachelor,female,MORTGAGE,66001.0,Yes,0.0
2192,3.0,5000.0,5.79,MEDICAL,0.04,Associate,male,MORTGAGE,134025.0,Yes,0.0
2193,6.0,8000.0,9.5,EDUCATION,0.08,Master,female,RENT,96717.0,Yes,0.0
2194,7.0,2500.0,9.63,HOMEIMPROVEMENT,0.06,High School,male,MORTGAGE,43920.0,No,0.0
2195,6.0,3000.0,5.79,DEBTCONSOLIDATION,0.03,Associate,male,RENT,97007.0,Yes,0.0
2196,12.0,10971.0,13.95,PERSONAL,0.21,Associate,male,RENT,51175.0,No,1.0
2197,2.0,1424.0,10.55,EDUCATION,0.04,Bachelor,male,RENT,38397.0,Yes,0.0
2198,3.0,7500.0,11.03,DEBTCONSOLIDATION,0.07,Associate,female,MORTGAGE,102725.0,No,0.0
2199,5.0,12000.0,8.42,PERSONAL,0.1,Bachelor,male,RENT,115794.0,No,0.0
2200,8.0,17500.0,11.01,PERSONAL,0.22,Bachelor,male,MORTGAGE,78695.0,No,0.0
2201,7.0,16000.0,14.5,EDUCATION,0.14,High School,male,MORTGAGE,115676.0,Yes,0.0
2202,4.0,13482.0,7.88,EDUCATION,0.24,Associate,female,RENT,55288.0,Yes,0.0
2203,7.0,12000.0,15.37,DEBTCONSOLIDATION,0.2,Bachelor,male,RENT,59740.0,No,1.0
2204,6.0,6428.0,10.57,VENTURE,0.06,Bachelor,female,MORTGAGE,105267.0,Yes,0.0
2205,2.0,10000.0,11.12,MEDICAL,0.16,High School,female,OWN,60937.0,Yes,0.0
2206,16.0,25000.0,15.65,PERSONAL,0.07,High School,male,MORTGAGE,348890.0,Yes,0.0
2207,4.0,8000.0,7.0,DEBTCONSOLIDATION,0.21,Associate,female,RENT,37727.0,No,0.0
2208,5.0,3500.0,12.99,MEDICAL,0.12,High School,male,RENT,29634.0,No,0.0
2209,3.0,8772.0,9.91,PERSONAL,0.03,Master,male,MORTGAGE,301117.0,No,0.0
2210,2.0,5000.0,7.51,VENTURE,0.16,Bachelor,female,OWN,31426.0,Yes,0.0
2211,2.0,15000.0,17.03,HOMEIMPROVEMENT,0.13,Associate,female,MORTGAGE,114949.0,No,1.0
2212,8.0,8000.0,13.06,DEBTCONSOLIDATION,0.09,Bachelor,male,RENT,87306.0,No,0.0
2213,2.0,10000.0,10.86,MEDICAL,0.29,Bachelor,female,MORTGAGE,34092.0,Yes,0.0
2214,17.0,3000.0,13.48,DEBTCONSOLIDATION,0.12,High School,female,RENT,25930.0,Yes,0.0
2215,4.0,20000.0,11.36,EDUCATION,0.31,Associate,male,RENT,63921.0,No,1.0
2216,7.0,2800.0,9.32,PERSONAL,0.09,High School,female,RENT,30917.0,Yes,0.0
2217,4.0,25000.0,14.83,DEBTCONSOLIDATION,0.15,Associate,female,MORTGAGE,161346.0,No,1.0
2218,4.0,3383.0,10.4,VENTURE,0.17,Associate,female,RENT,19413.0,No,1.0
2219,3.0,12000.0,9.38,MEDICAL,0.37,Master,female,RENT,32135.0,No,1.0
2220,8.0,25000.0,14.46,EDUCATION,0.11,Associate,male,MORTGAGE,225400.0,Yes,0.0
2221,9.0,9000.0,14.31,MEDICAL,0.12,Associate,male,RENT,76355.0,Yes,0.0
2222,9.0,10000.0,9.99,EDUCATION,0.07,High School,female,RENT,150741.0,Yes,0.0
2223,3.0,10000.0,12.61,HOMEIMPROVEMENT,0.27,High School,male,OWN,36909.0,Yes,0.0
2224,2.0,12800.0,11.83,PERSONAL,0.3,High School,male,OTHER,42856.0,No,1.0
2225,3.0,3000.0,11.01,DEBTCONSOLIDATION,0.12,Master,male,MORTGAGE,24035.0,No,1.0
2226,2.0,16000.0,14.65,HOMEIMPROVEMENT,0.2,Associate,male,MORTGAGE,78066.0,No,1.0
2227,14.0,4200.0,13.11,DEBTCONSOLIDATION,0.01,High School,female,MORTGAGE,301161.0,No,0.0
2228,2.0,9600.0,11.97,MEDICAL,0.12,Bachelor,male,RENT,78745.0,Yes,0.0
2229,3.0,7000.0,13.79,MEDICAL,0.08,Bachelor,female,RENT,84908.0,Yes,0.0
2230,4.0,1735.0,7.74,EDUCATION,0.02,Master,male,MORTGAGE,105716.0,No,0.0
2231,4.0,1000.0,8.0,EDUCATION,0.01,High School,male,MORTGAGE,82766.0,Yes,0.0
2232,3.0,12000.0,10.37,MEDICAL,0.14,High School,female,RENT,84983.0,Yes,0.0
2233,7.0,10000.0,7.29,MEDICAL,0.15,High School,female,MORTGAGE,66183.0,Yes,0.0
2234,4.0,2000.0,12.61,PERSONAL,0.05,Bachelor,male,MORTGAGE,36784.0,No,0.0
2235,3.0,17000.0,13.11,DEBTCONSOLIDATION,0.16,Associate,male,RENT,103652.0,Yes,0.0
2236,3.0,10800.0,6.91,PERSONAL,0.12,High School,male,MORTGAGE,87547.0,No,0.0
2237,4.0,3500.0,11.01,VENTURE,0.04,Bachelor,male,MORTGAGE,89651.0,No,0.0
2238,3.0,4000.0,7.51,PERSONAL,0.04,High School,female,MORTGAGE,97019.0,Yes,0.0
2239,11.0,8000.0,7.68,PERSONAL,0.13,High School,male,MORTGAGE,61139.0,Yes,0.0
2240,8.0,6000.0,13.22,MEDICAL,0.14,Master,male,RENT,44204.0,Yes,0.0
2241,5.0,10000.0,7.51,HOMEIMPROVEMENT,0.09,Associate,male,RENT,106820.0,Yes,0.0
2242,4.0,11400.0,17.99,VENTURE,0.19,Bachelor,male,MORTGAGE,59512.0,No,1.0
2243,7.0,14000.0,14.22,VENTURE,0.14,Bachelor,female,RENT,103333.0,Yes,0.0
2244,9.0,13000.0,14.54,DEBTCONSOLIDATION,0.23,Bachelor,male,OWN,57678.0,No,0.0
2245,5.0,6508.0,9.53,VENTURE,0.13,High School,male,MORTGAGE,49491.0,Yes,0.0
2246,2.0,14000.0,7.49,EDUCATION,0.19,Bachelor,female,MORTGAGE,72794.0,No,1.0
2247,15.0,10000.0,6.65,HOMEIMPROVEMENT,0.1,Associate,female,MORTGAGE,96637.0,No,0.0
2248,10.0,20000.0,10.99,PERSONAL,0.27,Bachelor,male,RENT,73267.0,No,1.0
2249,6.0,5500.0,10.94,PERSONAL,0.15,Master,male,RENT,37121.0,Yes,0.0
2250,9.0,16000.0,10.91,PERSONAL,0.07,Associate,male,RENT,240850.0,No,0.0
2251,4.0,16000.0,12.42,VENTURE,0.17,Associate,male,MORTGAGE,96679.0,Yes,0.0
2252,3.0,8500.0,11.01,DEBTCONSOLIDATION,0.15,Master,male,MORTGAGE,57595.0,No,0.0
2253,14.0,6939.0,12.55,PERSONAL,0.12,Bachelor,male,MORTGAGE,58889.0,No,1.0
2254,4.0,14750.0,12.99,EDUCATION,0.29,High School,male,MORTGAGE,51632.0,No,0.0
2255,3.0,12000.0,11.01,MEDICAL,0.27,High School,male,OWN,44310.0,Yes,0.0
2256,2.0,4300.0,7.66,HOMEIMPROVEMENT,0.04,High School,male,MORTGAGE,104873.0,No,0.0
2257,3.0,1300.0,5.42,EDUCATION,0.04,Associate,male,MORTGAGE,30125.0,Yes,0.0
2258,9.0,10000.0,9.54,VENTURE,0.1,Master,male,RENT,96922.0,No,0.0
2259,2.0,10625.0,6.03,MEDICAL,0.35,Bachelor,male,RENT,29970.0,No,1.0
2260,3.0,15000.0,15.65,HOMEIMPROVEMENT,0.34,High School,male,RENT,44743.0,No,1.0
2261,3.0,10000.0,11.48,VENTURE,0.25,Bachelor,male,RENT,40115.0,No,1.0
2262,8.0,9600.0,9.91,MEDICAL,0.13,High School,female,RENT,71890.0,No,0.0
2263,3.0,7000.0,9.33,VENTURE,0.11,Master,female,RENT,60896.0,Yes,0.0
2264,6.0,10000.0,8.59,EDUCATION,0.06,Associate,male,OWN,181117.0,Yes,0.0
2265,10.0,15000.0,8.9,MEDICAL,0.06,Master,female,MORTGAGE,240873.0,Yes,0.0
2266,3.0,15700.0,7.9,DEBTCONSOLIDATION,0.22,Associate,male,MORTGAGE,70788.0,Yes,0.0
2267,3.0,12000.0,10.38,MEDICAL,0.13,Bachelor,female,RENT,91034.0,No,0.0
2268,4.0,4800.0,13.06,PERSONAL,0.09,Associate,male,RENT,54966.0,No,0.0
2269,6.0,4200.0,11.63,VENTURE,0.06,Associate,female,RENT,65115.0,No,1.0
2270,8.0,6000.0,11.48,HOMEIMPROVEMENT,0.07,Bachelor,male,MORTGAGE,90802.0,Yes,0.0
2271,11.0,25000.0,14.74,EDUCATION,0.03,Bachelor,male,OTHER,721514.0,No,0.0
2272,2.0,7200.0,11.01,VENTURE,0.12,High School,male,MORTGAGE,60778.0,Yes,0.0
2273,2.0,15000.0,12.69,DEBTCONSOLIDATION,0.13,Bachelor,female,MORTGAGE,114796.0,Yes,0.0
2274,13.0,3500.0,6.99,MEDICAL,0.04,High School,female,MORTGAGE,87020.0,Yes,0.0
2275,13.0,9250.0,11.86,EDUCATION,0.06,Master,male,MORTGAGE,145263.0,No,0.0
2276,4.0,7300.0,11.14,VENTURE,0.22,High School,male,RENT,33312.0,Yes,0.0
2277,8.0,7878.0,5.78,DEBTCONSOLIDATION,0.01,Associate,female,MORTGAGE,577145.0,Yes,0.0
2278,11.0,20000.0,10.26,EDUCATION,0.14,High School,male,MORTGAGE,144972.0,Yes,0.0
2279,3.0,10800.0,14.59,EDUCATION,0.34,Bachelor,male,OWN,31414.0,Yes,0.0
2280,2.0,18000.0,13.48,EDUCATION,0.17,Bachelor,male,MORTGAGE,104119.0,No,1.0
2281,3.0,14154.0,10.38,PERSONAL,0.13,High School,male,MORTGAGE,106491.0,Yes,0.0
2282,5.0,2500.0,8.49,MEDICAL,0.01,Bachelor,female,MORTGAGE,176009.0,Yes,0.0
2283,3.0,9475.0,8.94,MEDICAL,0.28,High School,female,OWN,33456.0,No,0.0
2284,2.0,8000.0,14.84,PERSONAL,0.1,High School,male,RENT,78170.0,No,1.0
2285,3.0,10000.0,7.88,EDUCATION,0.02,Bachelor,male,MORTGAGE,511161.0,No,0.0
2286,2.0,12000.0,13.16,EDUCATION,0.14,High School,female,RENT,83400.0,No,1.0
2287,5.0,15000.0,10.28,EDUCATION,0.25,High School,male,RENT,60970.0,Yes,0.0
2288,2.0,3500.0,7.51,DEBTCONSOLIDATION,0.13,Associate,female,RENT,26844.0,Yes,0.0
2289,2.0,10075.0,12.42,DEBTCONSOLIDATION,0.18,Master,male,MORTGAGE,56077.0,No,0.0
2290,7.0,14214.0,10.92,PERSONAL,0.32,Associate,female,MORTGAGE,44469.0,Yes,0.0
2291,4.0,4000.0,13.8,MEDICAL,0.07,Associate,female,RENT,54979.0,Yes,0.0
2292,6.0,7200.0,10.99,MEDICAL,0.14,Bachelor,female,RENT,51802.0,No,0.0
2293,7.0,15000.0,15.18,HOMEIMPROVEMENT,0.15,High School,male,MORTGAGE,96855.0,Yes,0.0
2294,3.0,4900.0,12.87,PERSONAL,0.05,High School,male,RENT,89741.0,Yes,0.0
2295,4.0,6500.0,5.99,VENTURE,0.08,High School,female,MORTGAGE,82734.0,Yes,0.0
2296,11.0,4000.0,6.39,VENTURE,0.1,Associate,female,OWN,41402.0,No,0.0
2297,8.0,2000.0,7.91,EDUCATION,0.03,Master,female,MORTGAGE,61177.0,No,1.0
2298,8.0,5000.0,6.76,MEDICAL,0.15,High School,female,RENT,33556.0,Yes,0.0
2299,17.0,2403.0,8.84,VENTURE,0.06,Master,male,RENT,39853.0,Yes,0.0
2300,3.0,12000.0,9.63,MEDICAL,0.25,Master,male,RENT,48976.0,Yes,0.0
2301,10.0,15000.0,11.58,VENTURE,0.12,High School,male,RENT,120985.0,Yes,0.0
2302,2.0,6000.0,7.51,VENTURE,0.19,Bachelor,female,OWN,31166.0,No,0.0
2303,4.0,5000.0,9.99,DEBTCONSOLIDATION,0.19,Associate,male,RENT,26887.0,Yes,0.0
2304,6.0,28000.0,12.99,HOMEIMPROVEMENT,0.16,High School,male,MORTGAGE,178601.0,No,1.0
2305,3.0,6000.0,6.92,DEBTCONSOLIDATION,0.04,Associate,male,MORTGAGE,152135.0,Yes,0.0
2306,4.0,5525.0,6.99,EDUCATION,0.07,High School,female,MORTGAGE,81467.0,Yes,0.0
2307,6.0,25000.0,13.61,PERSONAL,0.27,High School,male,MORTGAGE,91827.0,No,0.0
2308,2.0,6500.0,5.99,MEDICAL,0.08,Bachelor,male,MORTGAGE,83656.0,Yes,0.0
2309,3.0,14500.0,9.88,DEBTCONSOLIDATION,0.33,High School,female,RENT,43961.0,No,1.0
2310,3.0,2500.0,15.27,PERSONAL,0.05,Master,female,RENT,48823.0,Yes,0.0
2311,22.0,30000.0,7.9,PERSONAL,0.21,Associate,male,MORTGAGE,144986.0,Yes,0.0
2312,8.0,10000.0,10.85,MEDICAL,0.15,High School,male,RENT,67203.0,Yes,0.0
2313,2.0,8500.0,8.9,EDUCATION,0.26,High School,female,RENT,33292.0,No,1.0
2314,3.0,5500.0,11.86,PERSONAL,0.15,Associate,male,RENT,36892.0,No,0.0
2315,9.0,10000.0,12.18,EDUCATION,0.17,High School,male,RENT,58682.0,Yes,0.0
2316,12.0,10000.0,7.51,VENTURE,0.19,Master,female,OWN,52491.0,No,0.0
2317,3.0,8000.0,13.8,EDUCATION,0.05,High School,male,MORTGAGE,151125.0,Yes,0.0
2318,7.0,7500.0,8.94,PERSONAL,0.15,Master,female,RENT,49047.0,Yes,0.0
2319,3.0,9600.0,7.88,PERSONAL,0.22,High School,male,MORTGAGE,42735.0,Yes,0.0
2320,17.0,10000.0,6.03,VENTURE,0.15,Associate,male,MORTGAGE,67088.0,Yes,0.0
2321,2.0,5000.0,7.43,PERSONAL,0.04,High School,male,MORTGAGE,115110.0,Yes,0.0
2322,4.0,4800.0,13.49,DEBTCONSOLIDATION,0.14,Bachelor,male,RENT,33264.0,Yes,0.0
2323,6.0,7500.0,7.29,EDUCATION,0.05,Bachelor,female,MORTGAGE,156982.0,No,0.0
2324,4.0,10636.0,9.74,DEBTCONSOLIDATION,0.17,High School,male,RENT,63254.0,Yes,0.0
2325,4.0,22000.0,11.36,EDUCATION,0.26,High School,female,RENT,85089.0,No,1.0
2326,7.0,10800.0,11.01,MEDICAL,0.07,Bachelor,male,RENT,162894.0,Yes,0.0
2327,2.0,2500.0,6.76,HOMEIMPROVEMENT,0.09,Bachelor,male,RENT,28107.0,No,1.0
2328,9.0,9697.0,10.83,VENTURE,0.21,Bachelor,male,RENT,46886.0,No,0.0
2329,6.0,4087.0,13.76,MEDICAL,0.12,High School,male,RENT,34199.0,Yes,0.0
2330,3.0,12000.0,10.65,VENTURE,0.16,Associate,male,RENT,76941.0,Yes,0.0
2331,2.0,10868.0,9.48,EDUCATION,0.18,Associate,male,RENT,59935.0,Yes,0.0
2332,5.0,20000.0,18.17,VENTURE,0.16,Associate,male,RENT,124310.0,No,1.0
2333,17.0,12000.0,11.01,PERSONAL,0.14,Associate,male,RENT,85056.0,No,0.0
2334,8.0,8500.0,6.92,DEBTCONSOLIDATION,0.04,Associate,female,MORTGAGE,217274.0,No,0.0
2335,24.0,15000.0,6.62,PERSONAL,0.15,Master,male,OWN,97028.0,No,0.0
2336,6.0,12625.0,7.9,VENTURE,0.19,High School,male,MORTGAGE,67272.0,No,0.0
2337,6.0,6000.0,10.99,VENTURE,0.1,Bachelor,male,RENT,59889.0,No,0.0
2338,2.0,7150.0,12.69,DEBTCONSOLIDATION,0.12,Associate,female,RENT,60806.0,Yes,0.0
2339,4.0,15000.0,9.99,HOMEIMPROVEMENT,0.14,Associate,female,RENT,106848.0,No,1.0
2340,6.0,1600.0,8.88,EDUCATION,0.05,High School,male,RENT,29963.0,Yes,0.0
2341,3.0,6000.0,11.01,VENTURE,0.17,Bachelor,male,OWN,35332.0,Yes,0.0
2342,4.0,21000.0,10.47,VENTURE,0.13,Associate,male,MORTGAGE,163144.0,Yes,0.0
2343,4.0,2500.0,7.14,DEBTCONSOLIDATION,0.09,High School,female,RENT,27635.0,Yes,0.0
2344,2.0,10000.0,11.26,DEBTCONSOLIDATION,0.13,Associate,male,RENT,75400.0,Yes,0.0
2345,2.0,5000.0,11.78,PERSONAL,0.05,Associate,female,RENT,91006.0,No,0.0
2346,4.0,35000.0,8.9,MEDICAL,0.32,High School,male,OWN,109180.0,Yes,0.0
2347,3.0,4500.0,6.92,VENTURE,0.12,Associate,male,RENT,38354.0,No,0.0
2348,3.0,4000.0,7.9,MEDICAL,0.07,High School,male,RENT,54974.0,No,0.0
2349,10.0,8000.0,13.85,VENTURE,0.11,Doctorate,female,OWN,70257.0,Yes,0.0
2350,3.0,9000.0,11.99,PERSONAL,0.18,High School,female,RENT,48853.0,No,0.0
2351,12.0,3000.0,12.35,MEDICAL,0.08,High School,male,RENT,36768.0,No,0.0
2352,13.0,12000.0,6.99,HOMEIMPROVEMENT,0.09,Associate,female,MORTGAGE,130730.0,No,1.0
2353,3.0,5000.0,6.92,MEDICAL,0.1,Bachelor,male,RENT,48905.0,Yes,0.0
2354,5.0,5000.0,8.9,PERSONAL,0.12,Associate,female,RENT,43474.0,Yes,0.0
2355,8.0,8397.0,8.42,DEBTCONSOLIDATION,0.35,High School,male,RENT,24196.0,No,1.0
2356,2.0,5000.0,7.51,VENTURE,0.07,Bachelor,male,RENT,75749.0,Yes,0.0
2357,10.0,14400.0,10.74,EDUCATION,0.1,High School,male,MORTGAGE,145195.0,Yes,0.0
2358,9.0,4500.0,16.02,EDUCATION,0.08,Associate,male,RENT,54305.0,No,1.0
2359,4.0,5600.0,5.99,EDUCATION,0.06,High School,male,RENT,99460.0,Yes,0.0
2360,7.0,15000.0,11.25,PERSONAL,0.17,High School,male,RENT,89807.0,Yes,0.0
2361,3.0,6500.0,7.84,DEBTCONSOLIDATION,0.09,Associate,male,RENT,72749.0,No,0.0
2362,7.0,9000.0,15.31,MEDICAL,0.19,Bachelor,female,RENT,46786.0,No,1.0
2363,3.0,19067.0,12.19,VENTURE,0.15,Bachelor,male,MORTGAGE,127104.0,Yes,0.0
2364,2.0,8000.0,12.18,MEDICAL,0.22,Associate,male,RENT,37009.0,Yes,0.0
2365,9.0,15000.0,13.55,EDUCATION,0.21,High School,female,MORTGAGE,72818.0,No,0.0
2366,12.0,6000.0,15.99,DEBTCONSOLIDATION,0.25,High School,male,RENT,23715.0,No,1.0
2367,5.0,1000.0,7.29,VENTURE,0.05,High School,male,RENT,21275.0,Yes,0.0
2368,4.0,6000.0,9.99,MEDICAL,0.07,Master,female,RENT,90312.0,Yes,0.0
2369,14.0,14500.0,11.26,MEDICAL,0.15,Associate,male,RENT,97371.0,No,0.0
2370,8.0,8500.0,11.01,PERSONAL,0.19,High School,male,MORTGAGE,44664.0,No,0.0
2371,2.0,12000.0,5.79,EDUCATION,0.32,High School,female,RENT,37237.0,No,1.0
2372,8.0,11000.0,13.61,VENTURE,0.09,Master,female,OWN,120963.0,Yes,0.0
2373,3.0,22000.0,11.01,PERSONAL,0.17,Bachelor,female,RENT,133195.0,Yes,0.0
2374,4.0,16474.0,9.18,MEDICAL,0.28,Bachelor,female,RENT,58744.0,No,1.0
2375,2.0,2000.0,5.99,EDUCATION,0.05,Master,female,MORTGAGE,39443.0,No,0.0
2376,3.0,6000.0,13.49,HOMEIMPROVEMENT,0.15,High School,male,RENT,39825.0,No,1.0
2377,3.0,30000.0,17.58,MEDICAL,0.16,Bachelor,male,MORTGAGE,192835.0,No,1.0
2378,10.0,18000.0,10.0,MEDICAL,0.22,Bachelor,female,RENT,82777.0,Yes,0.0
2379,4.0,24250.0,11.12,VENTURE,0.22,High School,female,MORTGAGE,111380.0,No,0.0
2380,8.0,5000.0,12.23,EDUCATION,0.04,Bachelor,female,RENT,120893.0,No,0.0
2381,14.0,10000.0,13.64,EDUCATION,0.17,Bachelor,female,RENT,59084.0,Yes,0.0
2382,10.0,18000.0,10.2,MEDICAL,0.15,Bachelor,male,RENT,123457.0,Yes,0.0
2383,12.0,5350.0,15.27,PERSONAL,0.1,High School,female,MORTGAGE,55988.0,No,1.0
2384,3.0,2000.0,9.62,MEDICAL,0.03,Bachelor,female,MORTGAGE,78912.0,Yes,0.0
2385,9.0,7000.0,6.62,MEDICAL,0.24,Master,female,MORTGAGE,29757.0,No,0.0
2386,2.0,25000.0,14.93,HOMEIMPROVEMENT,0.22,Master,female,RENT,111836.0,No,1.0
2387,4.0,4000.0,11.01,DEBTCONSOLIDATION,0.07,Bachelor,female,RENT,54817.0,No,0.0
2388,4.0,16000.0,11.01,DEBTCONSOLIDATION,0.24,Bachelor,female,RENT,65886.0,Yes,0.0
2389,6.0,16500.0,14.72,EDUCATION,0.19,Bachelor,male,RENT,86165.0,No,0.0
2390,16.0,20000.0,8.65,EDUCATION,0.07,Bachelor,male,MORTGAGE,300881.0,Yes,0.0
2391,6.0,16500.0,12.61,VENTURE,0.15,Bachelor,male,MORTGAGE,109403.0,Yes,0.0
2392,5.0,6000.0,7.35,PERSONAL,0.13,Bachelor,female,RENT,46603.0,No,0.0
2393,4.0,12000.0,10.75,VENTURE,0.18,High School,male,RENT,68428.0,Yes,0.0
2394,13.0,12000.0,7.29,DEBTCONSOLIDATION,0.19,Master,female,MORTGAGE,63234.0,Yes,0.0
2395,4.0,8000.0,12.21,PERSONAL,0.08,Associate,female,MORTGAGE,105779.0,Yes,0.0
2396,4.0,4000.0,5.99,VENTURE,0.04,High School,female,OWN,97181.0,No,0.0
2397,12.0,12966.0,14.4,VENTURE,0.14,Doctorate,male,MORTGAGE,93061.0,Yes,0.0
2398,3.0,8000.0,10.38,PERSONAL,0.15,Bachelor,female,RENT,54749.0,Yes,0.0
2399,10.0,9000.0,5.92,EDUCATION,0.09,High School,female,RENT,101967.0,No,0.0
2400,3.0,10000.0,8.94,VENTURE,0.08,Master,male,MORTGAGE,118165.0,Yes,0.0
2401,5.0,14651.0,7.11,DEBTCONSOLIDATION,0.08,High School,female,MORTGAGE,176284.0,No,0.0
2402,3.0,8000.0,11.01,EDUCATION,0.22,Bachelor,male,RENT,35568.0,Yes,0.0
2403,3.0,5000.0,7.75,EDUCATION,0.09,Associate,male,RENT,54759.0,Yes,0.0
2404,3.0,12000.0,10.59,MEDICAL,0.17,Associate,female,OWN,69704.0,No,0.0
2405,4.0,20000.0,8.88,EDUCATION,0.21,High School,male,RENT,96773.0,Yes,0.0
2406,2.0,6000.0,14.42,HOMEIMPROVEMENT,0.22,Bachelor,male,RENT,26896.0,No,1.0
2407,5.0,1800.0,7.51,HOMEIMPROVEMENT,0.02,Bachelor,female,MORTGAGE,109179.0,No,0.0
2408,4.0,2000.0,9.32,MEDICAL,0.03,High School,male,MORTGAGE,77534.0,Yes,0.0
2409,3.0,7000.0,13.61,DEBTCONSOLIDATION,0.09,High School,female,MORTGAGE,78892.0,No,0.0
2410,5.0,5000.0,8.94,HOMEIMPROVEMENT,0.05,Bachelor,female,MORTGAGE,92223.0,No,1.0
2411,13.0,15000.0,5.42,HOMEIMPROVEMENT,0.31,Associate,male,OWN,48948.0,No,0.0
2412,4.0,8000.0,13.61,MEDICAL,0.11,Bachelor,male,RENT,73092.0,Yes,0.0
